10/5/2022 11:38:42 AM,62.04,8,1,3,2,2,2,2,-3.25,0,3.25,0
10/5/2022 11:38:42 AM,62.06,8,1,3,2,2,2,2,-3.25,0,3.25,0
10/5/2022 11:38:42 AM,62.08,8,1,3,2,2,2,2,-3.25,0,3.25,0
10/5/2022 11:38:42 AM,62.1,8,1,3,2,2,2,2,-3.25,0,3.25,0
10/5/2022 11:38:42 AM,62.12,8,1,3,2,2,2,2,-3.25,0,3.25,0
10/5/2022 11:38:42 AM,62.14,8,1,3,2,2,2,2,-3.25,0,3.25,0
10/5/2022 11:38:42 AM,62.16,8,1,3,2,2,2,2,-3.25,0,3.25,0
10/5/2022 11:38:42 AM,62.18,8,1,3,2,2,2,2,-3.25,0,3.25,0
10/5/2022 11:38:42 AM,62.2,8,1,3,2,2,2,2,-3.25,0,3.25,0
10/5/2022 11:38:42 AM,62.22,8,1,3,2,2,2,2,-3.25,0,3.25,0
10/5/2022 11:38:42 AM,62.24,8,1,3,2,2,2,2,-3.25,0,3.25,0
10/5/2022 11:38:42 AM,62.26,8,1,3,2,2,2,2,-3.25,0,3.25,0
10/5/2022 11:38:42 AM,62.28,8,1,3,2,2,2,2,-3.25,0,3.25,0
10/5/2022 11:38:42 AM,62.3,8,1,3,2,2,2,2,-3.25,0,3.25,0
10/5/2022 11:38:42 AM,62.32,8,1,3,2,2,2,2,-3.25,0,3.25,0
10/5/2022 11:38:42 AM,62.34,8,1,3,2,2,2,2,-3.25,0,3.25,0
10/5/2022 11:38:42 AM,62.36,8,1,3,2,2,2,2,-3.25,0,3.25,0
10/5/2022 11:38:42 AM,62.38,8,1,3,2,2,2,2,-3.25,0,3.25,0
10/5/2022 11:38:42 AM,62.4,8,1,3,2,2,2,2,-3.25,0,3.25,0
10/5/2022 11:38:42 AM,62.42,8,1,3,2,2,2,2,-3.25,0,3.25,0
10/5/2022 11:38:42 AM,62.44,8,1,3,2,2,2,2,-3.25,0,3.25,0
10/5/2022 11:38:42 AM,62.46,8,1,3,2,2,2,2,-3.25,0,3.25,0
10/5/2022 11:38:43 AM,62.48,8,1,3,2,2,2,2,-3.25,0,3.25,0
10/5/2022 11:38:43 AM,62.5,8,1,3,2,2,2,2,-3.25,0,3.25,0
10/5/2022 11:38:43 AM,62.52,8,1,3,2,2,2,2,-3.25,0,3.25,0
10/5/2022 11:38:43 AM,62.54,8,1,3,2,2,2,2,-3.25,0,3.25,0
10/5/2022 11:38:43 AM,62.56,8,1,3,2,2,2,2,-3.25,0,3.25,0
10/5/2022 11:38:43 AM,62.58,8,1,3,2,2,2,2,-3.25,0,3.25,0
10/5/2022 11:38:43 AM,62.6,8,1,3,2,2,2,2,-3.25,0,3.25,0
10/5/2022 11:38:43 AM,62.62,8,1,3,2,2,2,2,-3.25,0,3.25,0
10/5/2022 11:38:43 AM,62.64,8,1,3,2,2,2,2,-3.25,0,3.25,0
10/5/2022 11:38:43 AM,62.66,8,1,3,2,2,2,2,-3.25,0,3.25,0
10/5/2022 11:38:43 AM,62.68,8,1,3,2,2,2,2,-3.25,0,3.25,0
10/5/2022 11:38:43 AM,62.7,8,1,3,2,2,2,2,-3.25,0,3.25,0
10/5/2022 11:38:43 AM,62.72,8,1,3,2,2,2,2,-3.25,0,3.25,0
10/5/2022 11:38:43 AM,62.74,8,1,3,2,2,2,2,-3.25,0,3.25,0
10/5/2022 11:38:43 AM,62.76,8,1,3,2,2,2,2,-3.25,0,3.25,0
10/5/2022 11:38:43 AM,62.78,8,1,3,2,2,2,2,-3.25,0,3.25,0
10/5/2022 11:38:43 AM,62.8,8,1,3,2,2,2,2,-3.25,0,3.25,0
10/5/2022 11:38:43 AM,62.82,8,1,3,2,2,2,2,-3.25,0,3.25,0
10/5/2022 11:38:43 AM,62.84,8,1,3,2,2,2,2,-3.25,0,3.25,0
10/5/2022 11:38:43 AM,62.86,8,1,3,2,2,2,2,-3.25,0,3.25,0
10/5/2022 11:38:43 AM,62.88,8,1,3,2,2,2,2,-3.25,0,3.25,-0.917197
10/5/2022 11:38:43 AM,62.9,8,1,3,2,2,2,2,-3.25,0,3.318789,-1.650955
